epoch,accuracy,loss,val_accuracy,val_loss
38,0.7716312408447266,0.6169224977493286,0.7727145552635193,0.6258254051208496
39,0.7746016383171082,0.6108568906784058,0.7739726305007935,0.627878725528717
40,0.7776418924331665,0.6057412624359131,0.7718758583068848,0.6176483035087585
41,0.7772225141525269,0.6041544675827026,0.7660050392150879,0.6413289308547974
42,0.7785504460334778,0.6014813184738159,0.7679619789123535,0.6448315382003784
43,0.7801929116249084,0.5914347767829895,0.7587363719940186,0.6725407242774963
44,0.7833729386329651,0.5898669958114624,0.7674028277397156,0.6372814178466797
45,0.7833729386329651,0.5844574570655823,0.7667039632797241,0.636907696723938
46,0.7840368747711182,0.5824243426322937,0.7701984643936157,0.6272863745689392
0,0.2958834171295166,1.68997061252594,0.4365389943122864,1.3656141757965088
1,0.41896140575408936,1.3883342742919922,0.5216662287712097,1.2044308185577393
2,0.5151663422584534,1.1966556310653689,0.5603858232498169,1.1338964700698853
3,0.5624476075172424,1.0994830131530762,0.5712887644767761,1.1544432640075684
4,0.5959253311157227,1.0351837873458862,0.6360078454017639,0.9516742825508118
5,0.6213307380676271,0.980368196964264,0.6614481210708618,0.8771435022354126
6,0.6384540200233461,0.9433740973472596,0.6856304407119751,0.81199049949646
7,0.6534456014633179,0.9071886539459229,0.6989096999168396,0.7956119775772095
8,0.6663405299186707,0.8828163146972656,0.6927592754364014,0.8050676584243774
9,0.6743430495262146,0.8599487543106079,0.7021247148513794,0.7998883128166199
10,0.6858750581741333,0.8373892903327942,0.7207157015800476,0.7509375214576721
11,0.693632960319519,0.8188164830207825,0.7126083374023438,0.761296272277832
12,0.7042563557624817,0.7970603704452515,0.7230919599533081,0.7513439655303955
13,0.7062132954597473,0.7901904582977295,0.7367905974388123,0.7111645936965942
14,0.7132722735404968,0.7759517431259155,0.7222532629966736,0.7779313921928406
15,0.7151593565940857,0.7678528428077698,0.7394464612007141,0.7176047563552856
16,0.7191081643104553,0.7589188218116759,0.7328767180442809,0.7250439524650574
17,0.7239655852317809,0.7422416806221008,0.7441990375518799,0.6792693138122559
18,0.7271106839179993,0.7367006540298462,0.7346938848495483,0.7086625099182129
19,0.7294520735740662,0.7247706651687622,0.7451775074005127,0.6947441101074219
20,0.7331562638282776,0.7225978970527649,0.7425216436386108,0.6889715194702148
21,0.7336454987525941,0.7140398025512695,0.7549622654914856,0.6646033525466919
22,0.7363362908363342,0.7071717381477356,0.7573385238647461,0.6552865505218506
23,0.7428012490272522,0.6937066912651062,0.7532848715782166,0.6652588248252869
24,0.7420673966407776,0.6934000253677368,0.7577579021453857,0.6539683938026428
25,0.7505241632461548,0.6785114407539368,0.7534246444702148,0.6763677597045898
26,0.7515026330947876,0.6771406531333923,0.757897675037384,0.6595306992530823
27,0.751991868019104,0.6705040335655212,0.7534246444702148,0.6572452783584595
28,0.7543681859970093,0.6654472351074219,0.7657254934310913,0.6367907524108887
29,0.7587363719940186,0.6579462885856628,0.7532848715782166,0.6645178198814392
30,0.758456826210022,0.6572458744049072,0.7632094025611877,0.6551177501678467
31,0.7605884671211243,0.6558941006660461,0.7594352960586548,0.6412261724472046
32,0.7626502513885498,0.6471743583679199,0.7612524628639221,0.6450880765914917
33,0.7648168802261353,0.6423227787017822,0.7660050392150879,0.6341440677642822
34,0.7672630548477173,0.6372557878494263,0.7648867964744568,0.6354487538337708
35,0.7725048661231995,0.628174901008606,0.7685211300849915,0.6364444494247437
36,0.7694296836853027,0.629073441028595,0.7539837956428528,0.6741220951080322
37,0.7684162855148315,0.6268212795257568,0.7601342201232909,0.6468676924705505
38,0.7755101919174194,0.6134371161460876,0.7697791457176208,0.6191277503967285
39,0.7751607298851013,0.6185891628265381,0.7518870830535889,0.6765689849853516
40,0.7714216113090515,0.615375816822052,0.7598546147346497,0.6569442749023438
41,0.7758247256278992,0.6094449758529663,0.7713167667388916,0.6275447010993958
42,0.776244044303894,0.6031504273414612,0.7745317220687866,0.632955014705658
43,0.7781311273574829,0.604724645614624,0.77425217628479,0.6156207323074341
44,0.7798783779144287,0.5958788990974426,0.7738327980041504,0.6171386241912842
45,0.7807869911193848,0.5911124348640442,0.7728543281555176,0.6309869289398193
46,0.7831283211708069,0.5921915769577026,0.7671232819557191,0.6191754937171936
47,0.7846659421920776,0.5848342180252075,0.7647470235824585,0.6332806944847107
48,0.7863782644271851,0.5793065428733826,0.7627900242805481,0.6264393925666809
49,0.7865529656410217,0.5779563188552856,0.7620911598205566,0.6574260592460632
50,0.7897679805755615,0.5699623227119446,0.7643276453018188,0.6499742269515991
0,0.2971763908863068,1.6950886249542236,0.2854347229003906,1.6861201524734497
1,0.4051929116249085,1.4147812128067017,0.5016773939132689,1.2334184646606443
2,0.5045778751373291,1.2225850820541382,0.5683533549308777,1.1049796342849731
3,0.556821346282959,1.1148499250411987,0.5918367505073547,1.0617735385894775
4,0.5901593565940857,1.0403237342834473,0.6501258015632629,0.93873530626297
5,0.617102324962616,0.987249493598938,0.6757059097290039,0.8563015460968018
6,0.6392927169799805,0.9414669871330258,0.6523622870445251,0.9014200568199158
7,0.6557869911193848,0.9087977409362792,0.6821358799934387,0.8468596935272217
8,0.6682275533676147,0.8801647424697876,0.6691361665725708,0.9176499247550964
9,0.6840928196907043,0.8496375679969788,0.6994688510894775,0.7939298152923584
10,0.690278172492981,0.8337779045104979,0.7039418220520021,0.7774979472160339
11,0.6912915706634521,0.8225625157356262,0.7309197783470154,0.7290042638778687
12,0.701076328754425,0.8010069131851196,0.7362315058708191,0.7125329971313477
13,0.7069471478462219,0.7881556749343872,0.7193178534507751,0.7577780485153198
14,0.7115250229835509,0.7753766179084778,0.749231219291687,0.685177743434906
15,0.7188286185264587,0.7636792063713074,0.7479731440544128,0.683780312538147
16,0.7209253311157227,0.7537058591842651,0.7528655529022217,0.6879017949104309
17,0.7226027250289917,0.7445152401924133,0.7544031143188477,0.6775402426719666
18,0.7282639145851135,0.7341277003288269,0.7542633414268494,0.6737484335899353
19,0.7308847904205322,0.7224169969558716,0.7588761448860168,0.6797679662704468
20,0.7363362908363342,0.7162647247314453,0.7634889483451843,0.6529279947280884
21,0.7398657798767091,0.7119974493980408,0.7625104784965515,0.6468709111213684
22,0.7438495755195618,0.6927569508552551,0.7535644173622131,0.6665444374084473
23,0.7450726628303528,0.6916001439094543,0.7679619789123535,0.640548050403595
24,0.7439194917678833,0.6829366087913513,0.7590159177780151,0.6471123099327087
25,0.7489866018295288,0.6844964027404785,0.7580374479293823,0.6517550945281982
26,0.7486021518707275,0.6773872375488281,0.7651663422584534,0.649505615234375
27,0.7540886402130127,0.6696410775184631,0.7699189186096191,0.6420398354530334
28,0.7520617842674255,0.6685138940811157,0.7636287212371826,0.644713282585144
29,0.7596449255943298,0.6499000191688538,0.7683812975883484,0.6504088640213013
30,0.7606583833694458,0.6520247459411621,0.7748112678527832,0.6200680732727051
31,0.7606234550476074,0.649580180644989,0.7662845849990845,0.6368037462234497
32,0.7626153230667114,0.6428105235099792,0.7660050392150879,0.629017174243927
33,0.7635238766670227,0.6370474696159363,0.7609728574752808,0.6602647304534912
34,0.7671232819557191,0.6308839321136475,0.7771875858306885,0.6214427947998047
35,0.7695694565773009,0.6286373734474182,0.7700586915016174,0.6273525357246399
36,0.7676474452018738,0.6266285181045532,0.7746714949607849,0.6273720860481262
37,0.7728893160820007,0.6186543107032776,0.7752306461334229,0.6213377714157104
0,0.2912706136703491,1.7140138149261477,0.4017333090305328,1.4374362230300903
1,0.4027117788791657,1.4253647327423096,0.5191501379013062,1.232083082199097
2,0.507443368434906,1.2177599668502808,0.5640201568603516,1.129211664199829
3,0.5654528737068176,1.0954828262329102,0.5689125061035156,1.1313507556915283
4,0.6008177399635315,1.0265144109725952,0.6265026330947876,0.9735787510871888
5,0.6246505379676819,0.9756531715393066,0.64635169506073,0.925145387649536
6,0.642123281955719,0.9316611289978028,0.6344702243804932,0.9906641840934752
7,0.6579186320304871,0.8989244699478149,0.6952753663063049,0.8159904479980469
8,0.6668297648429871,0.877920925617218,0.6843723654747009,0.8417843580245972
9,0.6779074668884277,0.8506038188934326,0.7092535495758057,0.7873496413230896
10,0.6901034116744995,0.8314126133918762,0.7247693538665771,0.7395291328430176
11,0.6935979723930359,0.8175341486930847,0.690942108631134,0.8265976309776306
12,0.6994338631629944,0.7976977825164795,0.7177802920341492,0.7532912492752075
13,0.7101271748542786,0.7772088050842285,0.7282639145851135,0.7658491134643555
14,0.7093933224678041,0.7783058881759644,0.7462957501411438,0.6849179863929749
15,0.7149147391319275,0.7627509832382202,0.7381884455680847,0.7169715166091919
16,0.7194226980209351,0.7548012733459473,0.7521666288375854,0.6834723949432373
17,0.7241054177284241,0.7368229031562805,0.7286832332611084,0.7288851737976074
18,0.7270058989524841,0.7291193008422852,0.7520268559455872,0.6710953712463379
19,0.7324923276901245,0.7217878103256226,0.7542633414268494,0.6650194525718689
20,0.7382583022117615,0.7130330801010132,0.7476935982704163,0.6749882698059082
21,0.7372798323631287,0.7106391191482544,0.7601342201232909,0.6580787897109985
22,0.7419974803924559,0.7029569745063782,0.7341347336769104,0.7172570824623108
23,0.74409419298172,0.6907508969306946,0.7298015356063843,0.7256361842155457
24,0.747553825378418,0.6803767085075378,0.76544588804245,0.6516212224960327
25,0.7459812760353088,0.6872119307518005,0.7542633414268494,0.6631203889846802
26,0.7531450986862183,0.6706362962722778,0.7643276453018188,0.6437016129493713
27,0.7515026330947876,0.6733980178833008,0.7608330845832825,0.6443521976470947
28,0.7573035955429077,0.6548472046852112,0.7590159177780151,0.6548529267311096
29,0.7583170533180237,0.6560424566268921,0.7560805082321167,0.6624600291252136
30,0.7610777020454407,0.6501991748809814,0.7510483860969543,0.6700686812400818
31,0.7617416977882385,0.6471665501594543,0.7620911598205566,0.6443703174591064
32,0.7636637091636658,0.6428227424621582,0.7653061151504517,0.640836238861084
33,0.7688006758689879,0.633414089679718,0.7448979616165161,0.7076382637023926
34,0.7663545012474059,0.6348810195922852,0.7658652663230896,0.6336663961410522
35,0.7664243578910828,0.6301788091659546,0.7714565396308899,0.6244351863861084
36,0.7709673047065735,0.6230755448341371,0.7755101919174194,0.6245051622390747
37,0.7715263962745667,0.6162340641021729,0.7597148418426514,0.6491835713386536
38,0.7720506191253662,0.617538571357727,0.7643276453018188,0.646311342716217
39,0.7745317220687866,0.61763596534729,0.7685211300849915,0.6394675970077515
40,0.7748462557792664,0.6082054972648621,0.7566396594047546,0.6711706519126892
41,0.7758596539497375,0.6114895343780518,0.77425217628479,0.6244364976882935
